ES_ID,Title,DOI,Publish_in,Study_ID,Year,Ex_ID,Exp_note,Outcome_ID,Outcome_notes,Species_latin,Species_common,Strain,Sex,Lifestage_exposure,Lifestage_exposure_notes,Lifestage_testing,Lifestage_testing_notes,Experimental_design,Experimental_design_notes,Comparison_structure,Combined_manipulation,Combined_manipulation_notes,Induced behaviour,Inducing_procedure,Inducing_procedure_notes,Lifestage_inducing_procedure,Lifestage_inducing_procedure_ notes,Inducing_procedure_duration,Inducing_procedure_duration_notes,Experimental_procedures,Experimental_procedures_notes,Relative_timing,Timing_notes,Test_sequence,Test_sequence_notes,Exposure_duration,Exposure_notes,Exposure_span,Exposure_span_notes,Music_exposure_duration,Music_timing,Music_type,Music_notes,Meta_genre,Loudness,Frequency,Stimulus_reporting,Control_conditions,Control_loudness,Control_notes,Control_frequency,Control_stimulus_reporting,Outcome_type,Assay_type,Assay_type_notes,Measurment_variable,Data_type,Data_units,Measurement_timing,Timing_reporting,Data_source,Data_file,C_ID,E_ID,Comparison,Higher_better,Higher_better_notes,C_n,Ex_n,C_mean,C_SE,C_SD,C_CI,Ex_mean,Ex_SE,Ex_SD,Ex_CI,Stat_comment,ROB_guideline,ROB_guideline_name,ROB_blinding,ROB_randomization,ROB_rand_method,ROB_attrition,ROB_attrition_notes,ROB_selective_reporting,ROB_selective_reporting_notes,Overall_rob,Reporting_quality,Cohort_ID,lnRR,lnRR_var,lnVR,lnVR_var,lnCVR,lnCVR_var
es021,Classical Music and Environmental Enrichment Enhanced Spatial Memory and Learning and Increased Mouse Innate Tendency to Avoid Open Spaces,10.31080/ecne.2021.13.00837,EC Neurology,Freitas_2020_ECNE,2020,ex001,NA,out003,NA,Mus musculus,Mouse,BALB/c,Female,Mixed,Juvenile to young adult,Young adult,NA,Factorial,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,12,10 min silent invertval every 30 min of music,39,3 times a week during 3 months,Medium,dark phase,classical,Western classicals,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Time in center,time,s,Not reported,1,Figure 2,Freitas_2020_fig_2D,IENM_,IECM,IENM_IECM,No,NA,8,8,59.665,4.992,14.121,NA,45.297,5.845,16.531,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Freitas_2020_ECNE_Ex-ID,-0.27550477869117673,0.02364995038127985,0.15757435498376013,0.14285714285714285,0.43307913367493667,0.1665070932384227
es023,Classical Music and Environmental Enrichment Enhanced Spatial Memory and Learning and Increased Mouse Innate Tendency to Avoid Open Spaces,10.31080/ecne.2021.13.00837,EC Neurology,Freitas_2020_ECNE,2020,ex002,NA,out002,NA,Mus musculus,Mouse,BALB/c,Female,Mixed,Juvenile to young adult,Young adult,NA,Factorial,NA,Independent,Yes,Environmental enrichment,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,12,10 min silent invertval every 30 min of music,39,3 times a week during 3 months,Medium,dark phase,classical,Western classicals,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Immobility,time,s,Not reported,1,Figure 2,Freitas_2020_fig_2C,EENM_,EECM,EENM_EECM,No,NA,8,8,82.849,7.994,22.611,NA,122.093,10.538,29.805,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Freitas_2020_ECNE_Ex-ID,0.38776337562220453,0.016759693293462774,0.2762396511424473,0.14285714285714285,-0.11152372447975714,0.15961683615060562
es024,Classical Music and Environmental Enrichment Enhanced Spatial Memory and Learning and Increased Mouse Innate Tendency to Avoid Open Spaces,10.31080/ecne.2021.13.00837,EC Neurology,Freitas_2020_ECNE,2020,ex002,NA,out003,NA,Mus musculus,Mouse,BALB/c,Female,Mixed,Juvenile to young adult,Young adult,NA,Factorial,NA,Independent,Yes,Environmental enrichment,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,12,10 min silent invertval every 30 min of music,39,3 times a week during 3 months,Medium,dark phase,classical,Western classicals,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Time in center,time,s,Not reported,1,Figure 2,Freitas_2020_fig_2D,EENM_,EECM,EENM_EECM,No,NA,8,8,51.75,7.184,20.32,NA,37.504,3.896,11.021,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Freitas_2020_ECNE_Ex-ID,-0.32197683819093115,0.03006679893327422,-0.6118030790008763,0.14285714285714285,-0.2898262408099449,0.17292394179041706
es025,Music Alleviates Learning and Memory Impairments in an Animal Model of Post-Traumatic Stress Disorder,10.33263/BRIAC111.77757784,Biointerface Research in Applied Chemistry,Saghari_2021_BIOINTERFACE,2021,ex001,NA,out001,NA,Rattus norvegicus,Rat,Wistar,Male,Adult,NA,Adult,NA,Factorial,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,12,NA,7,0700h to 1700h,Acute,light phase,classical,Western classical: Mozart k.448,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Open Field Test,NA,Time in inner zone,time,s,light phase,2,Figure 1,Saghari_2021_fig_1A,control_,music,control_music,Yes,NA,14,14,13.5,1.037,3.878,NA,15.447,0.834,3.122,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,4,Saghari_2021_BIOINTERFACE_Ex-ID,-0.13472512428773026,0.008811893775649848,-0.21684573472721988,0.07692307692307693,-0.3515708590149499,0.08573497069872678
es026,Music Alleviates Learning and Memory Impairments in an Animal Model of Post-Traumatic Stress Disorder,10.33263/BRIAC111.77757784,Biointerface Research in Applied Chemistry,Saghari_2021_BIOINTERFACE,2021,ex001,NA,out002,NA,Rattus norvegicus,Rat,Wistar,Male,Adult,NA,Adult,NA,Factorial,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,12,NA,7,0700h to 1700h,Acute,light phase,classical,Western classical: Mozart k.448,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Open Field Test,NA,Motion,distance,cm,light phase,2,Figure 1,Saghari_2021_fig_1B,control_,music,control_music,Yes,NA,14,14,2567.568,117.117,438.212,NA,2549.55,99.099,370.795,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Saghari_2021_BIOINTERFACE_Ex-ID,0.007042274368021785,0.0035914579849313094,-0.167053462299589,0.07692307692307693,-0.16001118793156702,0.08051453490800824
es027,Music Alleviates Learning and Memory Impairments in an Animal Model of Post-Traumatic Stress Disorder,10.33263/BRIAC111.77757784,Biointerface Research in Applied Chemistry,Saghari_2021_BIOINTERFACE,2021,ex001,NA,out003,NA,Rattus norvegicus,Rat,Wistar,Male,Adult,NA,Adult,NA,Factorial,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,12,NA,7,0700h to 1700h,Acute,light phase,classical,Western classical: Mozart k.448,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Open Field Test,NA,Rearing,count,N/A,light phase,2,Figure 1,Saghari_2021_fig_1C,control_,music,control_music,Yes,NA,14,14,14.617,0.505,1.889,NA,15.475,0.505,1.889,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,4,Saghari_2021_BIOINTERFACE_Ex-ID,-0.05704058366350398,0.0022572678954690104,0,0.07692307692307693,-0.05704058366350409,0.07918034481854594
es028,Music Alleviates Learning and Memory Impairments in an Animal Model of Post-Traumatic Stress Disorder,10.33263/BRIAC111.77757784,Biointerface Research in Applied Chemistry,Saghari_2021_BIOINTERFACE,2021,ex001,NA,out004,NA,Rattus norvegicus,Rat,Wistar,Male,Adult,NA,Adult,NA,Factorial,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,12,NA,7,0700h to 1700h,Acute,light phase,classical,Western classical: Mozart k.448,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Open Field Test,NA,Grooming,count,N/A,light phase,2,Figure 1,Saghari_2021_fig_1D,control_,music,control_music,Yes,NA,14,14,4.289,0.276,1.032,NA,3.985,0.228,0.854,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Saghari_2021_BIOINTERFACE_Ex-ID,0.07351629329256494,0.007415848706924905,-0.1893227522529383,0.07692307692307693,-0.11580645896037303,0.08433892563000184
es029,Music Alleviates Learning and Memory Impairments in an Animal Model of Post-Traumatic Stress Disorder,10.33263/BRIAC111.77757784,Biointerface Research in Applied Chemistry,Saghari_2021_BIOINTERFACE,2021,ex002,NA,out001,NA,Rattus norvegicus,Rat,Wistar,Male,Adult,NA,Adult,NA,Factorial,NA,Independent,Yes,PTSD,Induced,Single Prolong Stress,NA,Adult,"3 stage procedure: restraintment, forced swim, loss of consciousness",1,NA,None,NA,Before,NA,Single trial,NA,12,NA,7,0700h to 1700h,Acute,light phase,classical,Western classical: Mozart k.448,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Open Field Test,NA,Time in inner zone,time,s,light phase,2,Figure 1,Saghari_2021_fig_1A,ptsd_,ptsd.music,ptsd_ptsd.music,Yes,NA,14,14,9.253,0.506,1.892,NA,12.565,0.708,2.649,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,4,Saghari_2021_BIOINTERFACE_Ex-ID,-0.30596734772866224,0.006161167716273107,0.3365477396602462,0.07692307692307693,0.03058039193158399,0.08308424463935003
es030,Music Alleviates Learning and Memory Impairments in an Animal Model of Post-Traumatic Stress Disorder,10.33263/BRIAC111.77757784,Biointerface Research in Applied Chemistry,Saghari_2021_BIOINTERFACE,2021,ex002,NA,out002,NA,Rattus norvegicus,Rat,Wistar,Male,Adult,NA,Adult,NA,Factorial,NA,Independent,Yes,PTSD,Induced,Single Prolong Stress,NA,Adult,"3 stage procedure: restraintment, forced swim, loss of consciousness",1,NA,None,NA,Before,NA,Single trial,NA,12,NA,7,0700h to 1700h,Acute,light phase,classical,Western classical: Mozart k.448,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Open Field Test,NA,Motion,distance,cm,light phase,2,Figure 1,Saghari_2021_fig_1B,ptsd_,ptsd.music,ptsd_ptsd.music,Yes,NA,14,14,2198.198,175.676,657.318,NA,2572.072,297.297,1112.385,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Saghari_2021_BIOINTERFACE_Ex-ID,-0.15707386594578546,0.01974718201407166,0.5260937182603563,0.07692307692307693,0.3690198523145708,0.09667025893714859
es031,Music Alleviates Learning and Memory Impairments in an Animal Model of Post-Traumatic Stress Disorder,10.33263/BRIAC111.77757784,Biointerface Research in Applied Chemistry,Saghari_2021_BIOINTERFACE,2021,ex002,NA,out003,NA,Rattus norvegicus,Rat,Wistar,Male,Adult,NA,Adult,NA,Factorial,NA,Independent,Yes,PTSD,Induced,Single Prolong Stress,NA,Adult,"3 stage procedure: restraintment, forced swim, loss of consciousness",1,NA,None,NA,Before,NA,Single trial,NA,12,NA,7,0700h to 1700h,Acute,light phase,classical,Western classical: Mozart k.448,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Open Field Test,NA,Rearing,count,N/A,light phase,2,Figure 1,Saghari_2021_fig_1C,ptsd_,ptsd.music,ptsd_ptsd.music,Yes,NA,14,14,7.776,0.252,0.945,NA,10.022,0.732,2.739,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,4,Saghari_2021_BIOINTERFACE_Ex-ID,-0.2537406093793949,0.0063900859692167635,1.0641632417693354,0.07692307692307693,0.8104226323899405,0.08331316289229371
es032,Music Alleviates Learning and Memory Impairments in an Animal Model of Post-Traumatic Stress Disorder,10.33263/BRIAC111.77757784,Biointerface Research in Applied Chemistry,Saghari_2021_BIOINTERFACE,2021,ex002,NA,out004,NA,Rattus norvegicus,Rat,Wistar,Male,Adult,NA,Adult,NA,Factorial,NA,Independent,Yes,PTSD,Induced,Single Prolong Stress,NA,Adult,"3 stage procedure: restraintment, forced swim, loss of consciousness",1,NA,None,NA,Before,NA,Single trial,NA,12,NA,7,0700h to 1700h,Acute,light phase,classical,Western classical: Mozart k.448,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Open Field Test,NA,Grooming,count,N/A,light phase,2,Figure 1,Saghari_2021_fig_1D,ptsd_,ptsd.music,ptsd_ptsd.music,Yes,NA,14,14,5.573,0.371,1.388,NA,4.86,0.247,0.925,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Saghari_2021_BIOINTERFACE_Ex-ID,0.13689507067499698,0.007018219836732089,-0.4058254035543245,0.07692307692307693,-0.26893033287932744,0.08394129675980902
es033,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex001,NA,out001,NA,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,NA,Posttest-Only Control Group,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,0.5,NA,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,NA,Not applicable,2,Anxiety,Elevated Plus Maze,NA,Time in open arms,time,s,light phase,2,Figure 1,Escribano_2014_fig_1a,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,Increased time spent in the open arms and a major number of entries have shown themselves to be an index of lowered anxiety behaviour,6,6,38.051,3.712,9.093,NA,74.942,5.8,14.208,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,8,Escribano_2014_APPANBSC_Ex-ID,-0.6777871158552171,0.015508191454762949,0.44630029950603844,0.2,-0.23148681634917848,0.21550819145476297
es034,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex002,NA,out001,NA,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,NA,Posttest-Only Control Group,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,0.5,NA,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,NA,300-10000,2,Anxiety,Elevated Plus Maze,NA,Time in open arms,time,s,light phase,2,Figure 1,Escribano_2014_fig_1a,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,Yes,NA,6,6,13.921,1.16,2.842,NA,74.942,5.8,14.208,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,8,Escribano_2014_APPANBSC_Ex-ID,-1.6833159896200727,0.012936853902185678,1.6092971565749052,0.2,-0.0740188330451669,0.2129368539021857
es035,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex001,NA,out002,NA,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,NA,Posttest-Only Control Group,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,0.5,NA,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,NA,Not applicable,2,Anxiety,Elevated Plus Maze,NA,Open arm entries,count,N/A,light phase,2,Figure 1,Escribano_2014_fig_1b,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,NA,6,6,5.987,0.414,1.015,NA,12.066,0.829,2.03,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,8,Escribano_2014_APPANBSC_Ex-ID,-0.7008011280753551,0.009507820353476058,0.6931471805599453,0.2,-0.007653947515409515,0.20950782035347607
es036,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex002,NA,out002,NA,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,NA,Posttest-Only Control Group,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,0.5,NA,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,NA,300-10000,2,Anxiety,Elevated Plus Maze,NA,Open arm entries,count,N/A,light phase,2,Figure 1,Escribano_2014_fig_1b,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,Yes,NA,6,6,3.039,0.184,0.451,NA,12.066,0.829,2.03,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,8,Escribano_2014_APPANBSC_Ex-ID,-1.378863066083914,0.008388153216037239,1.5043237325331547,0.2,0.12546066644924067,0.20838815321603726
es037,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex001,NA,out003,NA,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,NA,Posttest-Only Control Group,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,0.5,NA,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,NA,Not applicable,2,Anxiety,Light-Dark Box,NA,Latency,time,s,light phase,2,Figure 1,Escribano_2014_fig_1c,SILENCE_,MUSIC,SILENCE_MUSIC,No,A greater amount of time spent in the light side of the chamber and a shorter latency have been shown to be an index of lowered anxiety behaviour,6,6,150.917,11.774,28.84,NA,55.657,3.211,7.865,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,8,Escribano_2014_APPANBSC_Ex-ID,-0.9975221608427758,0.00941461279330241,-1.2993407759065072,0.2,-0.3018186150637313,0.2094146127933024
es038,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex002,NA,out003,NA,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,NA,Posttest-Only Control Group,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,0.5,NA,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,NA,300-10000,2,Anxiety,Light-Dark Box,NA,Latency,time,s,light phase,2,Figure 1,Escribano_2014_fig_1c,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,No,NA,6,6,281.498,19.266,47.192,NA,55.657,3.211,7.865,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,8,Escribano_2014_APPANBSC_Ex-ID,-1.6209174867841092,0.008012372709624325,-1.791801850190533,0.2,-0.1708843634064238,0.2080123727096243
es039,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex001,NA,out004,NA,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,NA,Posttest-Only Control Group,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,0.5,NA,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,NA,Not applicable,2,Anxiety,Light-Dark Box,NA,Time in light side,time,s,light phase,2,Figure 1,Escribano_2014_fig_1d,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,NA,6,6,28.295,2.131,5.221,NA,62.16,3.552,8.701,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,8,Escribano_2014_APPANBSC_Ex-ID,-0.7870265954649047,0.008940235113681087,0.510749007155472,0.2,-0.2762775883094325,0.2089402351136811
es040,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex002,NA,out004,NA,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,NA,Posttest-Only Control Group,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,0.5,NA,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,NA,300-10000,2,Anxiety,Light-Dark Box,NA,Time in light side,time,s,light phase,2,Figure 1,Escribano_2014_fig_1d,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,Yes,NA,6,6,6.271,0.474,1.16,NA,62.16,3.552,8.701,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,8,Escribano_2014_APPANBSC_Ex-ID,-2.293775874498508,0.008968454904598971,2.015017956465614,0.2,-0.27875791803289396,0.20896845490459898
es041,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex003,NA,out001,NA,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,NA,Factorial,NA,Independent,Yes,Ovariectomized,Innate,NA,NA,NA,NA,NA,NA,Sham,NA,Before,NA,Single trial,NA,0.5,NA,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,NA,Not applicable,2,Anxiety,Elevated Plus Maze,NA,Time in open arms,time,s,light phase,2,Figure 2,Escribano_2014_fig_2a,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,NA,6,6,56.131,0.545,1.335,NA,85.286,4.36,10.679,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,8,Escribano_2014_APPANBSC_Ex-ID,-0.41832206983523534,0.0027073673697834764,2.079347904337195,0.2,1.66102583450196,0.20270736736978348
es042,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex004,NA,out001,NA,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,NA,Factorial,NA,Independent,Yes,Ovariectomized,Innate,NA,NA,NA,NA,NA,NA,Sham,NA,Before,NA,Single trial,NA,0.5,NA,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,NA,300-10000,2,Anxiety,Elevated Plus Maze,NA,Time in open arms,time,s,light phase,2,Figure 2,Escribano_2014_fig_2a,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,Yes,NA,6,6,15.259,4.36,10.679,NA,85.286,4.36,10.679,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,8,Escribano_2014_APPANBSC_Ex-ID,-1.7208408215058308,0.08424459032959791,0,0.2,-1.7208408215058308,0.2842445903295979
es043,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex003,NA,out002,NA,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,NA,Factorial,NA,Independent,Yes,Ovariectomized,Innate,NA,NA,NA,NA,NA,NA,Sham,NA,Before,NA,Single trial,NA,0.5,NA,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,NA,Not applicable,2,Anxiety,Elevated Plus Maze,NA,Open arm entries,count,N/A,light phase,2,Figure 2,Escribano_2014_fig_2b,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,NA,6,6,6.022,0.602,1.475,NA,12.043,0.753,1.844,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,8,Escribano_2014_APPANBSC_Ex-ID,-0.6930641482188007,0.013906398432194315,0.22327913534261898,0.2,-0.4697850128761817,0.21390639843219433
es044,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex004,NA,out002,NA,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,NA,Factorial,NA,Independent,Yes,Ovariectomized,Innate,NA,NA,NA,NA,NA,NA,Sham,NA,Before,NA,Single trial,NA,0.5,NA,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,NA,300-10000,2,Anxiety,Elevated Plus Maze,NA,Open arm entries,count,N/A,light phase,2,Figure 2,Escribano_2014_fig_2b,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,Yes,NA,6,6,3.011,0.188,0.461,NA,12.043,0.753,1.844,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,8,Escribano_2014_APPANBSC_Ex-ID,-1.386211328778746,0.007814391166904121,1.3862943611198906,0.2,8.303234114478975e-5,0.20781439116690412
es045,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex003,NA,out003,NA,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,NA,Factorial,NA,Independent,Yes,Ovariectomized,Innate,NA,NA,NA,NA,NA,NA,Sham,NA,Before,NA,Single trial,NA,0.5,NA,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,NA,Not applicable,2,Anxiety,Light-Dark Box,NA,Latency,time,s,light phase,2,Figure 2,Escribano_2014_fig_2c,SILENCE_,MUSIC,SILENCE_MUSIC,No,NA,6,6,121.49,8.023,19.652,NA,50.43,3.438,8.422,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,8,Escribano_2014_APPANBSC_Ex-ID,-0.8792457187780168,0.009009327293117066,-0.8473317845666658,0.2,0.031913934211350886,0.2090093272931171
