ES_ID,Title,DOI,Publish_in,Study_ID,Year,Ex_ID,Exp_note,Outcome_ID,Outcome_notes,Species_latin,Species_common,Strain,Sex,Lifestage_exposure,Lifestage_exposure_notes,Lifestage_testing,Lifestage_testing_notes,Experimental_design,Experimental_design_notes,Comparison_structure,Combined_manipulation,Combined_manipulation_notes,Induced behaviour,Inducing_procedure,Inducing_procedure_notes,Lifestage_inducing_procedure,Lifestage_inducing_procedure_ notes,Inducing_procedure_duration,Inducing_procedure_duration_notes,Experimental_procedures,Experimental_procedures_notes,Relative_timing,Timing_notes,Test_sequence,Test_sequence_notes,Exposure_duration,Exposure_notes,Exposure_span,Exposure_span_notes,Music_exposure_duration,Music_timing,Music_type,Music_notes,Meta_genre,Loudness,Frequency,Stimulus_reporting,Control_conditions,Control_loudness,Control_notes,Control_frequency,Control_stimulus_reporting,Outcome_type,Assay_type,Assay_type_notes,Measurment_variable,Data_type,Data_units,Measurement_timing,Timing_reporting,Data_source,Data_file,C_ID,E_ID,Comparison,Higher_better,Higher_better_notes,C_n,Ex_n,C_mean,C_SE,C_SD,C_CI,Ex_mean,Ex_SE,Ex_SD,Ex_CI,Stat_comment,ROB_guideline,ROB_guideline_name,ROB_blinding,ROB_randomization,ROB_rand_method,ROB_attrition,ROB_attrition_notes,ROB_selective_reporting,ROB_selective_reporting_notes,Overall_rob,Reporting_quality,Cohort_ID,lnRR,lnRR_var
es029,Music Alleviates Learning and Memory Impairments in an Animal Model of Post-Traumatic Stress Disorder,10.33263/BRIAC111.77757784,Biointerface Research in Applied Chemistry,Saghari_2021_BIOINTERFACE,2021,ex002,,out001,,Rattus norvegicus,Rat,Wistar,Male,Adult,,Adult,,Factorial,,Independent,Yes,PTSD,Induced,Single Prolong Stress,,Adult,"3 stage procedure: restraintment, forced swim, loss of consciousness",1,,None,,Before,,Single trial,,12,,7,0700h to 1700h,Acute,light phase,classical,Western classical: Mozart k.448,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Time in inner zone,time,s,light phase,2,Figure 1,Saghari_2021_fig_1A,ptsd_,ptsd.music,ptsd_ptsd.music,Yes,,14,14,9.253,0.506,1.892,,12.565,0.708,2.649,,,No,,No,Yes,not reported,No,,No,,2,4,Saghari_2021_BIOINTERFACE_Ex-ID,-0.30596734772866224,0.006161167716273107
es030,Music Alleviates Learning and Memory Impairments in an Animal Model of Post-Traumatic Stress Disorder,10.33263/BRIAC111.77757784,Biointerface Research in Applied Chemistry,Saghari_2021_BIOINTERFACE,2021,ex002,,out002,,Rattus norvegicus,Rat,Wistar,Male,Adult,,Adult,,Factorial,,Independent,Yes,PTSD,Induced,Single Prolong Stress,,Adult,"3 stage procedure: restraintment, forced swim, loss of consciousness",1,,None,,Before,,Single trial,,12,,7,0700h to 1700h,Acute,light phase,classical,Western classical: Mozart k.448,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Motion,distance,cm,light phase,2,Figure 1,Saghari_2021_fig_1B,ptsd_,ptsd.music,ptsd_ptsd.music,Yes,,14,14,2198.198,175.676,657.318,,2572.072,297.297,1112.385,,,No,,No,Not reported,not reported,No,,No,,1,3,Saghari_2021_BIOINTERFACE_Ex-ID,-0.15707386594578546,0.01974718201407166
es031,Music Alleviates Learning and Memory Impairments in an Animal Model of Post-Traumatic Stress Disorder,10.33263/BRIAC111.77757784,Biointerface Research in Applied Chemistry,Saghari_2021_BIOINTERFACE,2021,ex002,,out003,,Rattus norvegicus,Rat,Wistar,Male,Adult,,Adult,,Factorial,,Independent,Yes,PTSD,Induced,Single Prolong Stress,,Adult,"3 stage procedure: restraintment, forced swim, loss of consciousness",1,,None,,Before,,Single trial,,12,,7,0700h to 1700h,Acute,light phase,classical,Western classical: Mozart k.448,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Rearing,count,N/A,light phase,2,Figure 1,Saghari_2021_fig_1C,ptsd_,ptsd.music,ptsd_ptsd.music,Yes,,14,14,7.776,0.252,0.945,,10.022,0.732,2.739,,,No,,No,Yes,not reported,No,,No,,2,4,Saghari_2021_BIOINTERFACE_Ex-ID,-0.2537406093793949,0.0063900859692167635
es032,Music Alleviates Learning and Memory Impairments in an Animal Model of Post-Traumatic Stress Disorder,10.33263/BRIAC111.77757784,Biointerface Research in Applied Chemistry,Saghari_2021_BIOINTERFACE,2021,ex002,,out004,,Rattus norvegicus,Rat,Wistar,Male,Adult,,Adult,,Factorial,,Independent,Yes,PTSD,Induced,Single Prolong Stress,,Adult,"3 stage procedure: restraintment, forced swim, loss of consciousness",1,,None,,Before,,Single trial,,12,,7,0700h to 1700h,Acute,light phase,classical,Western classical: Mozart k.448,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Grooming,count,N/A,light phase,2,Figure 1,Saghari_2021_fig_1D,ptsd_,ptsd.music,ptsd_ptsd.music,Yes,,14,14,5.573,0.371,1.388,,4.86,0.247,0.925,,,No,,No,Not reported,not reported,No,,No,,1,3,Saghari_2021_BIOINTERFACE_Ex-ID,0.13689507067499698,0.007018219836732089
es033,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex001,,out001,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Time in open arms,time,s,light phase,2,Figure 1,Escribano_2014_fig_1a,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,Increased time spent in the open arms and a major number of entries have shown themselves to be an index of lowered anxiety behaviour,6,6,38.051,3.712,9.093,,74.942,5.8,14.208,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,-0.6777871158552171,0.015508191454762949
es034,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex002,,out001,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,,300-10000,2,Anxiety,Elevated Plus Maze,,Time in open arms,time,s,light phase,2,Figure 1,Escribano_2014_fig_1a,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,Yes,,6,6,13.921,1.16,2.842,,74.942,5.8,14.208,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,-1.6833159896200727,0.012936853902185678
es035,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex001,,out002,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 1,Escribano_2014_fig_1b,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,6,6,5.987,0.414,1.015,,12.066,0.829,2.03,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,-0.7008011280753551,0.009507820353476058
es036,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex002,,out002,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,,300-10000,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 1,Escribano_2014_fig_1b,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,Yes,,6,6,3.039,0.184,0.451,,12.066,0.829,2.03,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,-1.378863066083914,0.008388153216037239
es037,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex001,,out003,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Light-Dark Box,,Latency,time,s,light phase,2,Figure 1,Escribano_2014_fig_1c,SILENCE_,MUSIC,SILENCE_MUSIC,No,A greater amount of time spent in the light side of the chamber and a shorter latency have been shown to be an index of lowered anxiety behaviour,6,6,150.917,11.774,28.84,,55.657,3.211,7.865,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,-0.9975221608427758,0.00941461279330241
es038,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex002,,out003,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,,300-10000,2,Anxiety,Light-Dark Box,,Latency,time,s,light phase,2,Figure 1,Escribano_2014_fig_1c,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,No,,6,6,281.498,19.266,47.192,,55.657,3.211,7.865,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,-1.6209174867841092,0.008012372709624325
es039,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex001,,out004,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Light-Dark Box,,Time in light side,time,s,light phase,2,Figure 1,Escribano_2014_fig_1d,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,6,6,28.295,2.131,5.221,,62.16,3.552,8.701,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,-0.7870265954649047,0.008940235113681087
es040,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex002,,out004,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,,300-10000,2,Anxiety,Light-Dark Box,,Time in light side,time,s,light phase,2,Figure 1,Escribano_2014_fig_1d,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,Yes,,6,6,6.271,0.474,1.16,,62.16,3.552,8.701,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,-2.293775874498508,0.008968454904598971
es041,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex003,,out001,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,,Factorial,,Independent,Yes,Ovariectomized,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Time in open arms,time,s,light phase,2,Figure 2,Escribano_2014_fig_2a,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,6,6,56.131,0.545,1.335,,85.286,4.36,10.679,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,-0.41832206983523534,0.0027073673697834764
es042,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex004,,out001,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,,Factorial,,Independent,Yes,Ovariectomized,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,,300-10000,2,Anxiety,Elevated Plus Maze,,Time in open arms,time,s,light phase,2,Figure 2,Escribano_2014_fig_2a,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,Yes,,6,6,15.259,4.36,10.679,,85.286,4.36,10.679,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,-1.7208408215058308,0.08424459032959791
es043,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex003,,out002,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,,Factorial,,Independent,Yes,Ovariectomized,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 2,Escribano_2014_fig_2b,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,6,6,6.022,0.602,1.475,,12.043,0.753,1.844,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,-0.6930641482188007,0.013906398432194315
es044,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex004,,out002,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,,Factorial,,Independent,Yes,Ovariectomized,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,,300-10000,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 2,Escribano_2014_fig_2b,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,Yes,,6,6,3.011,0.188,0.461,,12.043,0.753,1.844,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,-1.386211328778746,0.007814391166904121
es045,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex003,,out003,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,,Factorial,,Independent,Yes,Ovariectomized,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Light-Dark Box,,Latency,time,s,light phase,2,Figure 2,Escribano_2014_fig_2c,SILENCE_,MUSIC,SILENCE_MUSIC,No,,6,6,121.49,8.023,19.652,,50.43,3.438,8.422,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,-0.8792457187780168,0.009009327293117066
es046,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex004,,out003,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,,Factorial,,Independent,Yes,Ovariectomized,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,,300-10000,2,Anxiety,Light-Dark Box,,Latency,time,s,light phase,2,Figure 2,Escribano_2014_fig_2c,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,No,,6,6,280.802,17.192,42.112,,50.43,3.438,8.422,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,-1.7170635585447798,0.008396898634603713
es047,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex003,,out004,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,,Factorial,,Independent,Yes,Ovariectomized,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Light-Dark Box,,Time in light side,time,s,light phase,2,Figure 2,Escribano_2014_fig_2d,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,6,6,21.384,2.924,7.163,,54.648,9.504,23.28,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,-0.9382696385929304,0.04894670002796793
es048,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex004,,out004,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,,Factorial,,Independent,Yes,Ovariectomized,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,,300-10000,2,Anxiety,Light-Dark Box,,Time in light side,time,s,light phase,2,Figure 2,Escribano_2014_fig_2d,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,Yes,,6,6,4.569,0.914,2.238,,54.648,9.504,23.28,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,-2.4816182548484136,0.07023359117153244
es049,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex007,,out001,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Factorial,,Independent,Yes,DMSO Dimethylsulphoxide,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Time in open arms,time,s,light phase,2,Figure 4,Escribano_2014_fig_4a,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,6,6,55.335,3.97,9.725,,82.382,5.955,14.588,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,-0.3979613467338015,0.010373951256818534
es050,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex008,,out001,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Factorial,,Independent,Yes,DMSO Dimethylsulphoxide,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,,300-10000,2,Anxiety,Elevated Plus Maze,,Time in open arms,time,s,light phase,2,Figure 4,Escribano_2014_fig_4a,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,Yes,,6,6,12.159,3.226,7.902,,82.382,5.955,14.588,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,-1.9132973301362688,0.0756186869671532
es051,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex007,,out002,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Factorial,,Independent,Yes,DMSO Dimethylsulphoxide,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 4,Escribano_2014_fig_4b,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,6,6,6.027,0.427,1.045,,16.053,0.427,1.045,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,-0.9796463734963702,0.005716742561670653
