ES_ID,Title,DOI,Publish_in,Study_ID,Year,Ex_ID...7,Exp_note,Outcome_ID,Outcome_notes,Species_latin,Species_common,Strain,Sex,Lifestage_exposure,Lifestage_exposure_notes,Lifestage_testing,Lifestage_testing_notes,Experimental_design,Experimental_design_notes,Comparison_structure,Combined_manipulation,Combined_manipulation_notes,Induced behaviour,Inducing_procedure,Inducing_procedure_notes,Lifestage_inducing_procedure,Lifestage_inducing_procedure_ notes,Inducing_procedure_duration,Inducing_procedure_duration_notes,Experimental_procedures,Experimental_procedures_notes,Relative_timing,Timing_notes,Test_sequence,Test_sequence_notes,Exposure_duration,Exposure_notes,Exposure_span,Exposure_span_notes,Music_exposure_duration,Music_timing,Music_type,Music_notes,Meta_genre,Loudness,Frequency,Stimulus_reporting,Control_conditions,Control_loudness,Control_notes,Control_frequency,Control_stimulus_reporting,Outcome_type,Assay_type,Assay_type_notes,Measurment_variable,Data_type,Data_units,Measurement_timing,Timing_reporting,Data_source,Data_file,C_ID,Ex_ID...65,Comparison,Higher_better,Higher_better_notes,C_n,Ex_n,C_mean,C_SE,C_SD,C_CI,Ex_mean,Ex_SE,Ex_SD,Ex_CI,Stat_comment,ROB_guideline,ROB_guideline_name,ROB_blinding,ROB_randomization,ROB_rand_method,ROB_attrition,ROB_attrition_notes,ROB_selective_reporting,ROB_selective_reporting_notes,Overall_rob,Reporting_quality,Cohort_ID,lnRR,lnRR_var,lnCVR,lnCVR_var,lnCVR_unstd
es026,Music Alleviates Learning and Memory Impairments in an Animal Model of Post-Traumatic Stress Disorder,10.33263/BRIAC111.77757784,Biointerface Research in Applied Chemistry,Saghari_2021_BIOINTERFACE,2021,ex001,,out002,,Rattus norvegicus,Rat,Wistar,Male,Adult,,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,12,,7,0700h to 1700h,Acute,light phase,classical,Western classical: Mozart k.448,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Motion,distance,cm,light phase,2,Figure 1,Saghari_2021_fig_1B,control_,music,control_music,Yes,,14,14,2567.568,117.117,438.212,,2549.55,99.099,370.795,,,No,,No,Not reported,not reported,No,,No,,1,3,Saghari_2021_BIOINTERFACE_Ex-ID,-0.007042274,0.003591458,-0.16001118793156702,0.08051453490800824,-0.16001118793156702
es027,Music Alleviates Learning and Memory Impairments in an Animal Model of Post-Traumatic Stress Disorder,10.33263/BRIAC111.77757784,Biointerface Research in Applied Chemistry,Saghari_2021_BIOINTERFACE,2021,ex001,,out003,,Rattus norvegicus,Rat,Wistar,Male,Adult,,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,12,,7,0700h to 1700h,Acute,light phase,classical,Western classical: Mozart k.448,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Rearing,count,N/A,light phase,2,Figure 1,Saghari_2021_fig_1C,control_,music,control_music,Yes,,14,14,14.617,0.505,1.889,,15.475,0.505,1.889,,,No,,No,Yes,not reported,No,,No,,2,4,Saghari_2021_BIOINTERFACE_Ex-ID,0.057040584,0.002257268,-0.05704058366350409,0.07918034481854594,-0.05704058366350409
es028,Music Alleviates Learning and Memory Impairments in an Animal Model of Post-Traumatic Stress Disorder,10.33263/BRIAC111.77757784,Biointerface Research in Applied Chemistry,Saghari_2021_BIOINTERFACE,2021,ex001,,out004,,Rattus norvegicus,Rat,Wistar,Male,Adult,,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,12,,7,0700h to 1700h,Acute,light phase,classical,Western classical: Mozart k.448,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Grooming,count,N/A,light phase,2,Figure 1,Saghari_2021_fig_1D,control_,music,control_music,Yes,,14,14,4.289,0.276,1.032,,3.985,0.228,0.854,,,No,,No,Not reported,not reported,No,,No,,1,3,Saghari_2021_BIOINTERFACE_Ex-ID,-0.073516293,0.007415849,-0.11580645896037303,0.08433892563000184,-0.11580645896037303
es029,Music Alleviates Learning and Memory Impairments in an Animal Model of Post-Traumatic Stress Disorder,10.33263/BRIAC111.77757784,Biointerface Research in Applied Chemistry,Saghari_2021_BIOINTERFACE,2021,ex002,,out001,,Rattus norvegicus,Rat,Wistar,Male,Adult,,Adult,,Factorial,,Independent,Yes,PTSD,Induced,Single Prolong Stress,,Adult,"3 stage procedure: restraintment, forced swim, loss of consciousness",1,,None,,Before,,Single trial,,12,,7,0700h to 1700h,Acute,light phase,classical,Western classical: Mozart k.448,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Time in inner zone,time,s,light phase,2,Figure 1,Saghari_2021_fig_1A,ptsd_,ptsd.music,ptsd_ptsd.music,Yes,,14,14,9.253,0.506,1.892,,12.565,0.708,2.649,,,No,,No,Yes,not reported,No,,No,,2,4,Saghari_2021_BIOINTERFACE_Ex-ID,0.305967348,0.006161168,0.03058039193158399,0.08308424463935003,0.03058039193158399
es030,Music Alleviates Learning and Memory Impairments in an Animal Model of Post-Traumatic Stress Disorder,10.33263/BRIAC111.77757784,Biointerface Research in Applied Chemistry,Saghari_2021_BIOINTERFACE,2021,ex002,,out002,,Rattus norvegicus,Rat,Wistar,Male,Adult,,Adult,,Factorial,,Independent,Yes,PTSD,Induced,Single Prolong Stress,,Adult,"3 stage procedure: restraintment, forced swim, loss of consciousness",1,,None,,Before,,Single trial,,12,,7,0700h to 1700h,Acute,light phase,classical,Western classical: Mozart k.448,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Motion,distance,cm,light phase,2,Figure 1,Saghari_2021_fig_1B,ptsd_,ptsd.music,ptsd_ptsd.music,Yes,,14,14,2198.198,175.676,657.318,,2572.072,297.297,1112.385,,,No,,No,Not reported,not reported,No,,No,,1,3,Saghari_2021_BIOINTERFACE_Ex-ID,0.157073866,0.019747182,0.3690198523145708,0.09667025893714859,0.3690198523145708
es031,Music Alleviates Learning and Memory Impairments in an Animal Model of Post-Traumatic Stress Disorder,10.33263/BRIAC111.77757784,Biointerface Research in Applied Chemistry,Saghari_2021_BIOINTERFACE,2021,ex002,,out003,,Rattus norvegicus,Rat,Wistar,Male,Adult,,Adult,,Factorial,,Independent,Yes,PTSD,Induced,Single Prolong Stress,,Adult,"3 stage procedure: restraintment, forced swim, loss of consciousness",1,,None,,Before,,Single trial,,12,,7,0700h to 1700h,Acute,light phase,classical,Western classical: Mozart k.448,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Rearing,count,N/A,light phase,2,Figure 1,Saghari_2021_fig_1C,ptsd_,ptsd.music,ptsd_ptsd.music,Yes,,14,14,7.776,0.252,0.945,,10.022,0.732,2.739,,,No,,No,Yes,not reported,No,,No,,2,4,Saghari_2021_BIOINTERFACE_Ex-ID,0.253740609,0.006390086,0.8104226323899405,0.08331316289229371,0.8104226323899405
es032,Music Alleviates Learning and Memory Impairments in an Animal Model of Post-Traumatic Stress Disorder,10.33263/BRIAC111.77757784,Biointerface Research in Applied Chemistry,Saghari_2021_BIOINTERFACE,2021,ex002,,out004,,Rattus norvegicus,Rat,Wistar,Male,Adult,,Adult,,Factorial,,Independent,Yes,PTSD,Induced,Single Prolong Stress,,Adult,"3 stage procedure: restraintment, forced swim, loss of consciousness",1,,None,,Before,,Single trial,,12,,7,0700h to 1700h,Acute,light phase,classical,Western classical: Mozart k.448,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Grooming,count,N/A,light phase,2,Figure 1,Saghari_2021_fig_1D,ptsd_,ptsd.music,ptsd_ptsd.music,Yes,,14,14,5.573,0.371,1.388,,4.86,0.247,0.925,,,No,,No,Not reported,not reported,No,,No,,1,3,Saghari_2021_BIOINTERFACE_Ex-ID,-0.136895071,0.00701822,-0.26893033287932744,0.08394129675980902,-0.26893033287932744
es033,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex001,,out001,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Time in open arms,time,s,light phase,2,Figure 1,Escribano_2014_fig_1a,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,Increased time spent in the open arms and a major number of entries have shown themselves to be an index of lowered anxiety behaviour,6,6,38.051,3.712,9.093,,74.942,5.8,14.208,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,0.677787116,0.015508191,-0.23148681634917848,0.21550819145476297,-0.23148681634917848
es034,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex002,,out001,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,,300-10000,2,Anxiety,Elevated Plus Maze,,Time in open arms,time,s,light phase,2,Figure 1,Escribano_2014_fig_1a,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,Yes,,6,6,13.921,1.16,2.842,,74.942,5.8,14.208,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,1.68331599,0.012936854,-0.0740188330451669,0.2129368539021857,-0.0740188330451669
es035,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex001,,out002,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 1,Escribano_2014_fig_1b,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,6,6,5.987,0.414,1.015,,12.066,0.829,2.03,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,0.700801128,0.00950782,-0.007653947515409515,0.20950782035347607,-0.007653947515409515
es036,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex002,,out002,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,,300-10000,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 1,Escribano_2014_fig_1b,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,Yes,,6,6,3.039,0.184,0.451,,12.066,0.829,2.03,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,1.378863066,0.008388153,0.12546066644924067,0.20838815321603726,0.12546066644924067
es037,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex001,,out003,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Light-Dark Box,,Latency,time,s,light phase,2,Figure 1,Escribano_2014_fig_1c,SILENCE_,MUSIC,SILENCE_MUSIC,No,A greater amount of time spent in the light side of the chamber and a shorter latency have been shown to be an index of lowered anxiety behaviour,6,6,150.917,11.774,28.84,,55.657,3.211,7.865,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,0.997522161,0.009414613,0.3018186150637313,0.2094146127933024,-0.3018186150637313
es038,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex002,,out003,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,,300-10000,2,Anxiety,Light-Dark Box,,Latency,time,s,light phase,2,Figure 1,Escribano_2014_fig_1c,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,No,,6,6,281.498,19.266,47.192,,55.657,3.211,7.865,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,1.620917487,0.008012373,0.1708843634064238,0.2080123727096243,-0.1708843634064238
es039,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex001,,out004,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Light-Dark Box,,Time in light side,time,s,light phase,2,Figure 1,Escribano_2014_fig_1d,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,6,6,28.295,2.131,5.221,,62.16,3.552,8.701,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,0.787026595,0.008940235,-0.2762775883094325,0.2089402351136811,-0.2762775883094325
es040,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex002,,out004,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,,300-10000,2,Anxiety,Light-Dark Box,,Time in light side,time,s,light phase,2,Figure 1,Escribano_2014_fig_1d,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,Yes,,6,6,6.271,0.474,1.16,,62.16,3.552,8.701,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,2.293775874,0.008968455,-0.27875791803289396,0.20896845490459898,-0.27875791803289396
es041,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex003,,out001,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,,Factorial,,Independent,Yes,Ovariectomized,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Time in open arms,time,s,light phase,2,Figure 2,Escribano_2014_fig_2a,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,6,6,56.131,0.545,1.335,,85.286,4.36,10.679,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,0.41832207,0.002707367,1.66102583450196,0.20270736736978348,1.66102583450196
es042,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex004,,out001,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,,Factorial,,Independent,Yes,Ovariectomized,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,,300-10000,2,Anxiety,Elevated Plus Maze,,Time in open arms,time,s,light phase,2,Figure 2,Escribano_2014_fig_2a,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,Yes,,6,6,15.259,4.36,10.679,,85.286,4.36,10.679,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,1.720840822,0.08424459,-1.7208408215058308,0.2842445903295979,-1.7208408215058308
es043,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex003,,out002,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,,Factorial,,Independent,Yes,Ovariectomized,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 2,Escribano_2014_fig_2b,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,6,6,6.022,0.602,1.475,,12.043,0.753,1.844,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,0.693064148,0.013906398,-0.4697850128761817,0.21390639843219433,-0.4697850128761817
es044,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex004,,out002,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,,Factorial,,Independent,Yes,Ovariectomized,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,,300-10000,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 2,Escribano_2014_fig_2b,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,Yes,,6,6,3.011,0.188,0.461,,12.043,0.753,1.844,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,1.386211329,0.007814391,8.303234114478975e-5,0.20781439116690412,8.303234114478975e-5
es045,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex003,,out003,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,,Factorial,,Independent,Yes,Ovariectomized,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Light-Dark Box,,Latency,time,s,light phase,2,Figure 2,Escribano_2014_fig_2c,SILENCE_,MUSIC,SILENCE_MUSIC,No,,6,6,121.49,8.023,19.652,,50.43,3.438,8.422,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,0.879245719,0.009009327,-0.031913934211350886,0.2090093272931171,0.031913934211350886
es046,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex004,,out003,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,,Factorial,,Independent,Yes,Ovariectomized,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,,300-10000,2,Anxiety,Light-Dark Box,,Latency,time,s,light phase,2,Figure 2,Escribano_2014_fig_2c,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,No,,6,6,280.802,17.192,42.112,,50.43,3.438,8.422,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,1.717063559,0.008396899,-0.10757815258166356,0.20839689863460376,0.10757815258166356
es047,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex003,,out004,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,,Factorial,,Independent,Yes,Ovariectomized,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Light-Dark Box,,Time in light side,time,s,light phase,2,Figure 2,Escribano_2014_fig_2d,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,6,6,21.384,2.924,7.163,,54.648,9.504,23.28,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,0.938269639,0.0489467,0.24039609663799252,0.24894670002796795,0.24039609663799252
es048,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex004,,out004,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3.5 months old,Young adult,,Factorial,,Independent,Yes,Ovariectomized,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,,300-10000,2,Anxiety,Light-Dark Box,,Time in light side,time,s,light phase,2,Figure 2,Escribano_2014_fig_2d,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,Yes,,6,6,4.569,0.914,2.238,,54.648,9.504,23.28,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,2.481618255,0.070233591,-0.13960624187491025,0.27023359117153245,-0.13960624187491025
es049,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex007,,out001,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Factorial,,Independent,Yes,DMSO Dimethylsulphoxide,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Time in open arms,time,s,light phase,2,Figure 4,Escribano_2014_fig_4a,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,6,6,55.335,3.97,9.725,,82.382,5.955,14.588,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,0.397961347,0.010373951,0.0075380367081222255,0.21037395125681854,0.0075380367081222255
es050,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex008,,out001,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Factorial,,Independent,Yes,DMSO Dimethylsulphoxide,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,,300-10000,2,Anxiety,Elevated Plus Maze,,Time in open arms,time,s,light phase,2,Figure 4,Escribano_2014_fig_4a,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,Yes,,6,6,12.159,3.226,7.902,,82.382,5.955,14.588,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,1.91329733,0.075618687,-1.3002139491790343,0.2756186869671532,-1.3002139491790343
es051,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex007,,out002,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Factorial,,Independent,Yes,DMSO Dimethylsulphoxide,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 4,Escribano_2014_fig_4b,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,6,6,6.027,0.427,1.045,,16.053,0.427,1.045,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,0.979646373,0.005716743,-0.9796463734963702,0.20571674256167066,-0.9796463734963702
es052,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex008,,out002,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Factorial,,Independent,Yes,DMSO Dimethylsulphoxide,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,white noise,65,,300-10000,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 4,Escribano_2014_fig_4b,WHITE.NOISE_,MUSIC,WHITE.NOISE_MUSIC,Yes,,6,6,4.053,1.227,3.005,,16.053,0.427,1.045,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,1.3764384,0.092325045,-2.4326990829215025,0.2923250449860188,-2.4326990829215025
es053,Role of noise and music as anxiety modulators: Relationship with ovarian hormones in the rat,10.1016/j.applanim.2013.12.006,Applied Animal Behaviour Science,Escribano_2014_APPANBSC,2014,ex007,,out003,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months old,Young adult,,Factorial,,Independent,Yes,DMSO Dimethylsulphoxide,Innate,,,,,,,Sham,,Before,,Single trial,,0.5,,1,30 to 45 min,Acute,light phase,classical,Western classical: Mozartt K.448,Western Art Music / Orchestral,65,300-10000,2,ambiet sound,55,,Not applicable,2,Anxiety,Light-Dark Box,,Latency,time,s,light phase,2,Figure 4,Escribano_2014_fig_4c,SILENCE_,MUSIC,SILENCE_MUSIC,No,,6,6,22.04,1.763,4.319,,56.071,2.116,5.183,,,No,,No,Yes,not reported,No,,No,,2,8,Escribano_2014_APPANBSC_Ex-ID,-0.933759761,0.007824257,0.7513996153121184,0.20782425747068328,-0.7513996153121184
